symbol	file	line	consumer_type	text
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	317	unknown_or_support	"trigger": "authority_budget_gate",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	318	unknown_or_support	"written_evidence": "plan.safety.authority_budget_gate.authority_lifecycle",
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	364	unknown_or_support	"condition": "CANARY authority with selected_moves <= 1",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	365	unknown_or_support	"decision": "allow_within_authority_budget",
restore_barrier	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	366	unknown_or_support	"action": "continue_existing_restore_barrier_snapshot_and_apply_path",
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	368	unknown_or_support	"trigger": "planner_selected_moves_ready",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	369	unknown_or_support	"written_evidence": "plan.safety.authority_budget_gate",
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	371	unknown_or_support	"selected_moves_above_authority_budget",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	372	unknown_or_support	"apply_above_authority_budget"
dynamic_blast_radius	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	377	unknown_or_support	"dynamic_blast_radius": {
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	382	unknown_or_support	"selected_after_authority_budget_count": 0,
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	383	unknown_or_support	"requested_max_selected_moves": 1,
restore_barrier	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	442	unknown_or_support	"restore_barrier": {
failover_quarantine	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	449	unknown_or_support	"failover_quarantine": false,
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	486	unknown_or_support	"selected_moves_before_gate": 0,
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	487	unknown_or_support	"selected_moves_suppressed": false,
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	493	unknown_or_support	"selected_moves_after_gate": 0
selected_move_hash	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	500	unknown_or_support	"selected_move_hash": "4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945",
selected_move_count	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	501	unknown_or_support	"selected_move_count": 0,
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	598	unknown_or_support	"trigger": "planner_selected_moves_ready",
restore_barrier	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	607	unknown_or_support	"restore_barrier_owner": "admin_core/operator_execution.py",
candidate_moves_total	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	619	unknown_or_support	"candidate_moves_total": 0,
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	620	unknown_or_support	"selected_moves": 0,
decisions	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	652	unknown_or_support	"decisions": [],
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	653	unknown_or_support	"selected_moves": [],
operation_id	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	665	unknown_or_support	"operation_id": "runtime_autoswitch_ac3329de502d720f105a6f8d",
selected_move_hash	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	669	unknown_or_support	"selected_move_hash": "4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945",
selected_move_count	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	670	unknown_or_support	"selected_move_count": 0,
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	673	unknown_or_support	"terminal_reason": "dry_run_no_selected_moves",
restore_barrier	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run_no_refresh.json	674	unknown_or_support	"restore_barrier_status": "settled",
selected_move_hash	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	9	unknown_or_support	"selected_move_hash": "4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945",
selected_move_count	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	10	unknown_or_support	"selected_move_count": 0,
operation_id	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	12	unknown_or_support	"operation_id": "runtime_autoswitch_d94640d1fd63954012865d0f",
terminal_reason	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	16	unknown_or_support	"terminal_reason": "dry_run_intelligence_snapshot_stop_required"
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	54	unknown_or_support	"selected_moves",
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	104	unknown_or_support	"selected_moves_before_gate": 0,
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	105	unknown_or_support	"selected_moves_suppressed": false,
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	130	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	143	unknown_or_support	"selected_moves_write_authority": "none",
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	162	unknown_or_support	"selected_moves_write_authority": "none",
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	167	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	178	unknown_or_support	"requested_max_selected_moves": 1,
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	180	unknown_or_support	"authority_budget_cap_applied": false,
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	181	unknown_or_support	"authority_budget_gate": {
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	193	unknown_or_support	"selected_moves_before_gate": 0,
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	194	unknown_or_support	"selected_moves_after_gate": 0,
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	196	unknown_or_support	"decision": "selected_moves_within_authority_budget",
restore_barrier	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	199	unknown_or_support	"trigger": "after_policy_selection_before_restore_barrier_snapshot_apply",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	200	unknown_or_support	"written_evidence": "plan.safety.authority_budget_gate",
restore_barrier	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	239	unknown_or_support	"fresh_restore_barrier",
restore_barrier	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	350	unknown_or_support	"restore_barrier_missing_or_stale",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	362	unknown_or_support	"trigger": "authority_budget_gate",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	363	unknown_or_support	"written_evidence": "plan.safety.authority_budget_gate.authority_lifecycle",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	375	unknown_or_support	"trigger": "authority_budget_gate",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	376	unknown_or_support	"written_evidence": "plan.safety.authority_budget_gate.authority_lifecycle",
restore_barrier	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	385	unknown_or_support	"action": "permit_only_next_blast_radius_step_through_existing_restore_barrier_snapshot_and_apply_path",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	387	unknown_or_support	"trigger": "authority_budget_gate",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	388	unknown_or_support	"written_evidence": "plan.safety.authority_budget_gate.authority_bridge",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	401	unknown_or_support	"trigger": "authority_budget_gate",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	402	unknown_or_support	"written_evidence": "plan.safety.authority_budget_gate.authority_bridge",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	416	unknown_or_support	"written_evidence": "policy.authority_budget plus plan.safety.authority_budget_gate",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	427	unknown_or_support	"trigger": "authority_budget_gate",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	428	unknown_or_support	"written_evidence": "plan.safety.authority_budget_gate.authority_lifecycle",
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	437	unknown_or_support	"action": "drop_selected_moves_before_restore_barrier_snapshot_apply",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	439	unknown_or_support	"trigger": "authority_budget_gate",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	440	unknown_or_support	"written_evidence": "plan.safety.authority_budget_gate.authority_lifecycle",
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	451	unknown_or_support	"action": "drop_selected_moves_until_reinstated",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	453	unknown_or_support	"trigger": "authority_budget_gate",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	454	unknown_or_support	"written_evidence": "plan.safety.authority_budget_gate.authority_lifecycle",
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	500	unknown_or_support	"condition": "CANARY authority with selected_moves <= 1",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	501	unknown_or_support	"decision": "allow_within_authority_budget",
restore_barrier	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	502	unknown_or_support	"action": "continue_existing_restore_barrier_snapshot_and_apply_path",
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	504	unknown_or_support	"trigger": "planner_selected_moves_ready",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	505	unknown_or_support	"written_evidence": "plan.safety.authority_budget_gate",
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	507	unknown_or_support	"selected_moves_above_authority_budget",
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	508	unknown_or_support	"apply_above_authority_budget"
dynamic_blast_radius	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	513	unknown_or_support	"dynamic_blast_radius": {
authority_budget	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	518	unknown_or_support	"selected_after_authority_budget_count": 0,
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	519	unknown_or_support	"requested_max_selected_moves": 1,
restore_barrier	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	578	unknown_or_support	"restore_barrier": {
failover_quarantine	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	585	unknown_or_support	"failover_quarantine": false,
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	623	unknown_or_support	"selected_moves",
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	673	unknown_or_support	"selected_moves_before_gate": 0,
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	674	unknown_or_support	"selected_moves_suppressed": false,
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	680	unknown_or_support	"selected_moves_after_gate": 0
selected_move_hash	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	687	unknown_or_support	"selected_move_hash": "4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945",
selected_move_count	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	688	unknown_or_support	"selected_move_count": 0,
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	785	unknown_or_support	"trigger": "planner_selected_moves_ready",
restore_barrier	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	794	unknown_or_support	"restore_barrier_owner": "admin_core/operator_execution.py",
candidate_moves_total	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	806	unknown_or_support	"candidate_moves_total": 0,
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	807	unknown_or_support	"selected_moves": 0,
decisions	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	839	unknown_or_support	"decisions": [],
selected_moves	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	840	unknown_or_support	"selected_moves": [],
operation_id	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	852	unknown_or_support	"operation_id": "runtime_autoswitch_d94640d1fd63954012865d0f",
selected_move_hash	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	856	unknown_or_support	"selected_move_hash": "4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945",
selected_move_count	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	857	unknown_or_support	"selected_move_count": 0,
terminal_reason	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	860	unknown_or_support	"terminal_reason": "dry_run_intelligence_snapshot_stop_required",
restore_barrier	deploy_feedback_binding_fix_audit_evidence/autonomy_dry_run.json	861	unknown_or_support	"restore_barrier_status": "settled",
authority_budget	vless_service_failure_evidence/phase14_authority_policy_promotion_retry.json	4	unknown_or_support	"authority_budget": {
operation_id	vless_service_failure_evidence/phase14_authority_policy_promotion_retry.json	21	unknown_or_support	"operation_id": "runtime_autoswitch_b5063a475a06312ff23c90a7",
selected_move_hash	vless_service_failure_evidence/phase14_authority_policy_promotion_retry.json	22	unknown_or_support	"selected_move_hash": "fcbbb6b0bb355003c3cf794875a78d68ce4a52d05c0c1ecfa94c761b7ef35438",
selected_move_count	vless_service_failure_evidence/phase8_packet_recheck_only.json	1	unknown_or_support	{"approval_id": "appr_f782372f388f39b5fe4e2e8b", "audit_store": "/opt/v7/docs/track7/productization/e22-evidence/operator-execution-audit.jsonl", "execution_allowed_now": false, "mode": "recheck", "packet_path": "/opt/v7/vless_service_failure_evidence/phase8_f
selected_move_count	vless_service_failure_evidence/phase8_packet_generation.json	1	unknown_or_support	{"execution_allowed_now": false, "mode": "generate", "packet": {"approval_id": "appr_f782372f388f39b5fe4e2e8b", "approvals": [{"confirmed_at": "2026-06-06T08:42:53.270617+00:00", "operator_id": "codex", "role": "approval_author"}, {"confirmed_at": "2026-06-06T
proposal	vless_service_failure_evidence/phase10_admin_session.json	167	unknown_or_support	"/api/proposals": "viewer",
selected_moves	vless_service_failure_evidence/phase14_audit_tail.txt	4	unknown_or_support	{"action": "runtime_operation_terminal", "actor": "root", "after_hash": "", "before_hash": "", "component": "autoswitch", "host": "v3119922.hosted-by-vdsina.ru", "message": "operation_id=runtime_autoswitch_b5063a475a06312ff23c90a7", "metadata": {"apply_request
authority_budget	vless_service_failure_evidence/phase14_audit_tail.txt	20	unknown_or_support	{"action": "authority_promotion", "actor": "root", "after_hash": "", "before_hash": "", "component": "admin", "host": "v3119922.hosted-by-vdsina.ru", "message": "program=PROGRAM_VLESS_SERVICE_FAILURE_ROOT_CAUSE_CLOSURE_AND_CANARY_EXPANSION_EXECUTION", "metadat
selected_move_hash	vless_service_failure_evidence/phase9_governed_apply_verify.json	9	unknown_or_support	"selected_move_hash": "fcbbb6b0bb355003c3cf794875a78d68ce4a52d05c0c1ecfa94c761b7ef35438",
selected_move_count	vless_service_failure_evidence/phase9_governed_apply_verify.json	10	unknown_or_support	"selected_move_count": 2,
operation_id	vless_service_failure_evidence/phase9_governed_apply_verify.json	12	unknown_or_support	"operation_id": "runtime_autoswitch_b5063a475a06312ff23c90a7",
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	16	unknown_or_support	"terminal_reason": "selected_moves_applied"
decisions	vless_service_failure_evidence/phase9_governed_apply_verify.json	245	unknown_or_support	"decisions": "7b02f78ff0a390cb0a0d902f908362d73470fe45e9d95a146d270787da57c247",
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	260	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	281	unknown_or_support	"max_selected_moves": 2,
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	282	unknown_or_support	"clearance_max_selected_moves": 2,
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	381	unknown_or_support	"selected_moves_before_gate": 0,
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	382	unknown_or_support	"selected_moves_suppressed": false,
dynamic_blast_radius	vless_service_failure_evidence/phase9_governed_apply_verify.json	423	unknown_or_support	"stage": "dynamic_blast_radius_recommendation",
dynamic_blast_radius	vless_service_failure_evidence/phase9_governed_apply_verify.json	470	unknown_or_support	"dynamic_blast_radius_advice",
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	483	unknown_or_support	"write_selected_moves_directly",
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	533	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	554	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	575	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	604	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	625	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	646	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	675	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	696	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	717	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	746	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	767	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	788	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	817	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	838	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	859	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	888	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	909	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	930	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	959	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	980	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1001	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1030	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1051	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1072	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1101	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1122	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1143	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1172	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1193	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1214	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1243	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1264	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1285	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1314	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1335	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1356	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1385	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1406	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1427	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1456	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1477	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1498	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1527	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1548	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1569	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1598	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1619	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1640	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1669	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1690	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1711	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1740	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1761	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1782	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1808	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1838	unknown_or_support	"selected_moves_write_authority": "none",
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1857	unknown_or_support	"selected_moves_write_authority": "none",
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1862	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1873	unknown_or_support	"requested_max_selected_moves": 2,
authority_budget	vless_service_failure_evidence/phase9_governed_apply_verify.json	1875	unknown_or_support	"authority_budget_cap_applied": false,
authority_budget	vless_service_failure_evidence/phase9_governed_apply_verify.json	1876	unknown_or_support	"authority_budget_gate": {
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1888	unknown_or_support	"selected_moves_before_gate": 2,
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	1889	unknown_or_support	"selected_moves_after_gate": 2,
restore_barrier	vless_service_failure_evidence/phase9_governed_apply_verify.json	1894	unknown_or_support	"trigger": "after_policy_selection_before_restore_barrier_snapshot_apply",
authority_budget	vless_service_failure_evidence/phase9_governed_apply_verify.json	1895	unknown_or_support	"written_evidence": "plan.safety.authority_budget_gate",
restore_barrier	vless_service_failure_evidence/phase9_governed_apply_verify.json	1939	unknown_or_support	"fresh_restore_barrier",
restore_barrier	vless_service_failure_evidence/phase9_governed_apply_verify.json	2053	unknown_or_support	"restore_barrier_missing_or_stale",
authority_budget	vless_service_failure_evidence/phase9_governed_apply_verify.json	2065	unknown_or_support	"trigger": "authority_budget_gate",
authority_budget	vless_service_failure_evidence/phase9_governed_apply_verify.json	2066	unknown_or_support	"written_evidence": "plan.safety.authority_budget_gate.authority_lifecycle",
authority_budget	vless_service_failure_evidence/phase9_governed_apply_verify.json	2078	unknown_or_support	"trigger": "authority_budget_gate",
authority_budget	vless_service_failure_evidence/phase9_governed_apply_verify.json	2079	unknown_or_support	"written_evidence": "plan.safety.authority_budget_gate.authority_lifecycle",
restore_barrier	vless_service_failure_evidence/phase9_governed_apply_verify.json	2088	unknown_or_support	"action": "permit_only_next_blast_radius_step_through_existing_restore_barrier_snapshot_and_apply_path",
authority_budget	vless_service_failure_evidence/phase9_governed_apply_verify.json	2090	unknown_or_support	"trigger": "authority_budget_gate",
authority_budget	vless_service_failure_evidence/phase9_governed_apply_verify.json	2091	unknown_or_support	"written_evidence": "plan.safety.authority_budget_gate.authority_bridge",
authority_budget	vless_service_failure_evidence/phase9_governed_apply_verify.json	2104	unknown_or_support	"trigger": "authority_budget_gate",
authority_budget	vless_service_failure_evidence/phase9_governed_apply_verify.json	2105	unknown_or_support	"written_evidence": "plan.safety.authority_budget_gate.authority_bridge",
authority_budget	vless_service_failure_evidence/phase9_governed_apply_verify.json	2119	unknown_or_support	"written_evidence": "policy.authority_budget plus plan.safety.authority_budget_gate",
authority_budget	vless_service_failure_evidence/phase9_governed_apply_verify.json	2130	unknown_or_support	"trigger": "authority_budget_gate",
authority_budget	vless_service_failure_evidence/phase9_governed_apply_verify.json	2131	unknown_or_support	"written_evidence": "plan.safety.authority_budget_gate.authority_lifecycle",
selected_moves	vless_service_failure_evidence/phase9_governed_apply_verify.json	2140	unknown_or_support	"action": "drop_selected_moves_before_restore_barrier_snapshot_apply",
authority_budget	vless_service_failure_evidence/phase9_governed_apply_verify.json	2142	unknown_or_support	"trigger": "authority_budget_gate",
